seq,latitude,longitude,latitude_utm,longitude_utm,option,,
2623,37.2888277,127.1072448,332221.0303,4128593.027,0,,
2625,37.2888252,127.1072435,332220.9095,4128592.752,0,,
2627,37.2888226,127.1072423,332220.7973,4128592.466,0,,
2629,37.28882,127.1072411,332220.6852,4128592.179,0,,
2631,37.2888174,127.1072399,332220.573,4128591.893,0,,
2633,37.288815,127.1072387,332220.4613,4128591.629,0,,
2635,37.2888124,127.1072375,332220.3492,4128591.342,0,,
2637,37.2888098,127.1072364,332220.2459,4128591.056,0,,
2639,37.2888072,127.1072353,332220.1426,4128590.769,0,,
2641,37.2888046,127.107234,332220.0215,4128590.483,0,,
2643,37.2888021,127.1072329,332219.9185,4128590.208,0,,
2645,37.2887995,127.1072318,332219.8152,4128589.921,0,,
2647,37.288797,127.1072305,332219.6944,4128589.646,0,,
2649,37.2887945,127.1072294,332219.5913,4128589.371,0,,
2651,37.2887918,127.1072283,332219.4878,4128589.073,0,,
2653,37.2887893,127.1072272,332219.3847,4128588.798,0,,
2655,37.2887868,127.1072261,332219.2817,4128588.522,10,,
2657,37.2887842,127.1072251,332219.1872,4128588.235,10,,
2659,37.2887816,127.1072239,332219.0751,4128587.949,4,,
2661,37.2887791,127.1072226,332218.9543,4128587.674,4,,
2663,37.2887766,127.1072215,332218.8512,4128587.399,0,,
2665,37.2887741,127.1072202,332218.7304,4128587.123,0,,
2667,37.2887717,127.1072188,332218.601,4128586.86,0,,
2669,37.2887692,127.1072173,332218.4624,4128586.585,0,,
2671,37.2887667,127.1072159,332218.3328,4128586.31,5,,
2673,37.2887642,127.1072145,332218.2031,4128586.035,5,,
2675,37.2887618,127.1072131,332218.0737,4128585.771,5,,
2677,37.2887593,127.1072117,332217.944,4128585.496,5,,
2679,37.2887567,127.1072103,332217.8141,4128585.21,5,,
2681,37.2887542,127.1072089,332217.6844,4128584.936,5,,
2683,37.2887516,127.1072075,332217.5545,4128584.65,5,,
2685,37.2887491,127.107206,332217.416,4128584.375,5,,
2687,37.2887466,127.1072047,332217.2952,4128584.1,5,,
2689,37.2887441,127.1072032,332217.1567,4128583.825,5,,
2691,37.2887414,127.1072018,332217.0266,4128583.528,5,,
2693,37.2887389,127.1072004,332216.8969,4128583.253,5,,
2695,37.2887364,127.107199,332216.7672,4128582.978,5,,
2697,37.2887339,127.1071976,332216.6376,4128582.703,5,,
2699,37.2887314,127.1071962,332216.5079,4128582.428,5,,
2701,37.2887289,127.1071948,332216.3782,4128582.153,5,,
2703,37.2887264,127.1071934,332216.2486,4128581.878,5,,
2705,37.2887239,127.1071921,332216.1278,4128581.603,5,,
2707,37.2887214,127.1071908,332216.007,4128581.328,5,,
2709,37.2887189,127.1071894,332215.8773,4128581.053,5,,
2711,37.2887164,127.1071881,332215.7565,4128580.778,5,,
2713,37.2887139,127.1071868,332215.6357,4128580.503,5,,
2715,37.288711,127.1071854,332215.5052,4128580.184,5,,
2717,37.2887085,127.1071841,332215.3844,4128579.909,5,,
2719,37.288706,127.1071828,332215.2636,4128579.634,5,,
2721,37.2887033,127.1071816,332215.1512,4128579.336,5,,
2723,37.2887007,127.1071803,332215.0302,4128579.05,5,,
2725,37.288698,127.1071792,332214.9266,4128578.753,5,,
2727,37.2886953,127.1071781,332214.8231,4128578.455,5,,
2729,37.2886927,127.1071768,332214.7021,4128578.169,5,,
2731,37.2886901,127.1071757,332214.5988,4128577.882,5,,
2733,37.2886873,127.1071745,332214.4862,4128577.574,5,,
2735,37.2886847,127.1071734,332214.3829,4128577.287,5,,
2737,37.288682,127.1071722,332214.2705,4128576.99,5,,
2739,37.2886794,127.1071711,332214.1672,4128576.703,5,,
2741,37.2886767,127.10717,332214.0637,4128576.406,5,,
2743,37.2886741,127.1071688,332213.9516,4128576.119,5,,
2745,37.2886715,127.1071677,332213.8483,4128575.833,5,,
2747,37.2886689,127.1071666,332213.745,4128575.546,5,,
2749,37.2886662,127.1071654,332213.6326,4128575.249,5,,
2751,37.2886637,127.1071642,332213.5207,4128574.973,5,,
2753,37.288661,127.1071631,332213.4172,4128574.676,5,,
2755,37.2886584,127.1071619,332213.305,4128574.389,5,,
2757,37.2886558,127.1071607,332213.1928,4128574.103,5,,
2759,37.288653,127.1071595,332213.0802,4128573.795,5,,
2761,37.2886504,127.1071582,332212.9592,4128573.508,5,,
2763,37.2886479,127.1071569,332212.8384,4128573.233,5,,
2765,37.2886453,127.1071555,332212.7085,4128572.947,5,,
2767,37.2886425,127.1071542,332212.5871,4128572.639,5,,
2769,37.28864,127.1071529,332212.4663,4128572.364,5,,
2771,37.2886373,127.1071516,332212.345,4128572.067,5,,
2773,37.2886348,127.1071503,332212.2242,4128571.791,5,,
2775,37.2886322,127.1071489,332212.0943,4128571.505,5,,
2777,37.2886296,127.1071475,332211.9644,4128571.219,5,,
2779,37.288627,127.1071462,332211.8434,4128570.933,5,,
2781,37.2886245,127.1071449,332211.7226,4128570.658,5,,
2783,37.288622,127.1071434,332211.5841,4128570.384,5,,
2785,37.2886195,127.107142,332211.4544,4128570.109,5,,
2787,37.2886169,127.1071406,332211.3245,4128569.823,5,,
2789,37.2886143,127.1071391,332211.1858,4128569.537,5,,
2791,37.2886118,127.1071375,332211.0384,4128569.262,5,,
2793,37.2886093,127.1071359,332210.891,4128568.988,5,,
2795,37.2886068,127.1071344,332210.7524,4128568.713,5,,
2797,37.2886041,127.1071328,332210.6046,4128568.416,5,,
2799,37.2886017,127.1071313,332210.4663,4128568.153,5,,
2801,37.2885992,127.1071297,332210.3189,4128567.878,5,,
2803,37.2885966,127.1071282,332210.1801,4128567.592,5,,
2805,37.2885941,127.1071267,332210.0416,4128567.318,5,,
2807,37.2885916,127.1071253,332209.9119,4128567.043,5,,
2809,37.288589,127.1071238,332209.7732,4128566.757,5,,
2811,37.2885865,127.1071225,332209.6524,4128566.482,5,,
2813,37.2885839,127.1071211,332209.5225,4128566.196,5,,
2815,37.2885814,127.1071197,332209.3928,4128565.921,5,,
2817,37.2885788,127.1071183,332209.263,4128565.635,5,,
2819,37.2885761,127.107117,332209.1417,4128565.338,5,,
2821,37.2885736,127.1071156,332209.012,4128565.063,5,,
2823,37.2885709,127.1071143,332208.8908,4128564.765,5,,
2825,37.2885684,127.107113,332208.77,4128564.49,5,,
2827,37.2885659,127.1071117,332208.6492,4128564.215,5,,
2829,37.2885633,127.1071104,332208.5282,4128563.929,5,,
2831,37.2885607,127.1071092,332208.416,4128563.643,5,,
2833,37.2885582,127.1071078,332208.2863,4128563.368,5,,
2835,37.2885557,127.1071066,332208.1744,4128563.093,5,,
2837,37.2885531,127.1071054,332208.0622,4128562.806,5,,
2839,37.2885506,127.1071041,332207.9414,4128562.531,5,,
2841,37.288548,127.107103,332207.8382,4128562.245,5,,
2843,37.2885456,127.1071017,332207.7176,4128561.981,5,,
2845,37.288543,127.1071004,332207.5966,4128561.694,5,,
2847,37.2885406,127.107099,332207.4671,4128561.431,5,,
2849,37.2885382,127.1070975,332207.3288,4128561.167,5,,
2851,37.2885358,127.1070959,332207.1816,4128560.904,5,,
2853,37.2885335,127.1070942,332207.0258,4128560.651,5,,
2855,37.2885313,127.1070924,332206.8613,4128560.41,5,,
2857,37.288529,127.1070904,332206.6789,4128560.159,5,,
2859,37.2885268,127.1070883,332206.4879,4128559.918,5,,
2861,37.2885247,127.1070862,332206.297,4128559.689,5,,
2863,37.2885227,127.1070841,332206.1064,4128559.471,5,,
2865,37.2885208,127.1070817,332205.8894,4128559.264,0,,
2867,37.2885189,127.1070793,332205.6725,4128559.058,0,,
2869,37.2885172,127.1070767,332205.4382,4128558.874,0,,
2871,37.2885157,127.107074,332205.1955,4128558.712,0,,
2873,37.2885142,127.1070711,332204.9351,4128558.551,0,,
2875,37.2885128,127.1070682,332204.6749,4128558.401,0,,
2877,37.2885116,127.1070651,332204.3974,4128558.273,0,,
2879,37.2885105,127.1070619,332204.1113,4128558.157,0,,
2881,37.2885095,127.1070586,332203.8165,4128558.052,0,,
2883,37.2885087,127.1070553,332203.5222,4128557.969,0,,
2885,37.2885082,127.1070519,332203.2196,4128557.919,0,,
2887,37.2885078,127.1070485,332202.9173,4128557.881,0,,
2889,37.2885076,127.107045,332202.6066,4128557.865,0,,
2891,37.2885075,127.1070415,332202.2961,4128557.86,0,,
2893,37.2885076,127.107038,332201.986,4128557.877,0,,
2895,37.2885079,127.1070346,332201.6853,4128557.917,0,,
2897,37.2885083,127.1070313,332201.3936,4128557.967,0,,
2899,37.2885089,127.1070279,332201.0935,4128558.04,0,,
2901,37.2885097,127.1070246,332200.8028,4128558.134,0,,
2903,37.2885106,127.1070214,332200.5211,4128558.24,0,,
2905,37.2885116,127.1070182,332200.2396,4128558.356,0,,
2907,37.2885127,127.1070151,332199.9672,4128558.484,0,,
2909,37.2885139,127.107012,332199.6951,4128558.623,0,,
2911,37.2885153,127.107009,332199.4322,4128558.783,0,,
2913,37.2885167,127.107006,332199.1694,4128558.944,0,,
2915,37.2885182,127.1070032,332198.9245,4128559.115,0,,
2917,37.2885198,127.1070004,332198.6798,4128559.298,0,,
2919,37.2885214,127.1069976,332198.4352,4128559.48,0,,
2921,37.2885232,127.1069951,332198.2175,4128559.684,0,,
2923,37.288525,127.1069926,332197.9999,4128559.889,0,,
2925,37.2885269,127.1069903,332197.8002,4128560.103,0,,
2927,37.2885291,127.1069881,332197.6101,4128560.351,0,,
2929,37.2885312,127.1069861,332197.4374,4128560.588,0,,
2931,37.2885335,127.1069842,332197.2741,4128560.847,0,,
2933,37.2885358,127.1069825,332197.1285,4128561.105,0,,
2935,37.2885382,127.1069811,332197.0097,4128561.374,0,,
2937,37.2885409,127.1069797,332196.8916,4128561.676,0,,
2939,37.2885434,127.1069786,332196.7997,4128561.955,0,,
2941,37.288546,127.1069777,332196.7257,4128562.245,0,,
2943,37.2885487,127.106977,332196.6696,4128562.546,0,,
2945,37.2885514,127.1069766,332196.6401,4128562.846,0,,
2947,37.2885542,127.1069762,332196.6109,4128563.158,0,,
2949,37.2885568,127.1069761,332196.6078,4128563.446,0,,
2951,37.2885595,127.1069761,332196.6138,4128563.746,0,,
2953,37.2885621,127.1069763,332196.6373,4128564.034,0,,
2955,37.2885648,127.1069768,332196.6876,4128564.333,0,,
2957,37.2885675,127.1069774,332196.7468,4128564.631,0,,
2959,37.2885701,127.1069782,332196.8235,4128564.918,0,,
2961,37.2885726,127.1069791,332196.9089,4128565.194,0,,
2963,37.2885752,127.10698,332196.9944,4128565.481,0,,
2965,37.2885779,127.1069811,332197.0979,4128565.778,0,,
2967,37.2885805,127.1069819,332197.1746,4128566.066,0,,
2969,37.2885832,127.1069827,332197.2516,4128566.364,0,,
2971,37.2885859,127.1069835,332197.3285,4128566.662,0,,
2973,37.2885886,127.1069841,332197.3877,4128566.96,0,,
2975,37.2885914,127.1069846,332197.4382,4128567.27,0,,
2977,37.2885941,127.1069851,332197.4885,4128567.569,0,,
2979,37.2885969,127.1069853,332197.5125,4128567.879,0,,
2981,37.2885996,127.1069853,332197.5185,4128568.179,0,,
2983,37.2886024,127.1069852,332197.5158,4128568.49,0,,
2985,37.2886052,127.106985,332197.5043,4128568.801,0,,
2987,37.2886079,127.106985,332197.5103,4128569.1,0,,
2989,37.2886106,127.1069852,332197.5341,4128569.399,0,,
2991,37.2886133,127.1069853,332197.5489,4128569.699,0,,
2993,37.288616,127.1069853,332197.5549,4128569.998,0,,
2995,37.2886187,127.1069855,332197.5787,4128570.298,0,,
2997,37.2886215,127.1069856,332197.5937,4128570.608,0,,
2999,37.2886244,127.1069856,332197.6002,4128570.93,0,,
3001,37.2886271,127.1069856,332197.6062,4128571.229,0,,
3003,37.28863,127.1069853,332197.586,4128571.552,0,,
3005,37.2886326,127.1069851,332197.5741,4128571.841,0,,
3007,37.2886353,127.1069846,332197.5357,4128572.141,0,,
3009,37.2886381,127.1069839,332197.4799,4128572.453,0,,
3011,37.2886408,127.1069831,332197.415,4128572.754,0,,
3013,37.2886434,127.1069821,332197.3321,4128573.044,0,,
3015,37.2886459,127.1069807,332197.2136,4128573.324,0,,
3017,37.2886484,127.1069795,332197.1127,4128573.604,0,,
3019,37.2886508,127.1069779,332196.9762,4128573.873,0,,
3021,37.2886532,127.1069763,332196.8397,4128574.142,0,,
3023,37.2886556,127.1069745,332196.6855,4128574.411,0,,
3025,37.2886579,127.1069726,332196.5221,4128574.67,0,,
3027,37.2886603,127.1069705,332196.3413,4128574.94,0,,
3029,37.2886625,127.1069684,332196.16,4128575.188,0,,
3031,37.2886646,127.1069661,332195.9608,4128575.425,0,,
3033,37.2886667,127.1069639,332195.7704,4128575.662,0,,
3035,37.2886687,127.1069616,332195.571,4128575.888,0,,
3037,37.2886704,127.1069591,332195.3531,4128576.081,0,,
3039,37.2886722,127.1069568,332195.1532,4128576.285,0,,
3041,37.288674,127.106954,332194.909,4128576.489,0,,
3043,37.2886758,127.1069515,332194.6914,4128576.694,0,,
3045,37.2886775,127.1069487,332194.4469,4128576.887,0,,
3047,37.2886792,127.1069459,332194.2025,4128577.081,0,,
3049,37.2886807,127.1069428,332193.931,4128577.253,0,,
3051,37.288682,127.1069397,332193.659,4128577.402,0,,
3053,37.2886832,127.1069365,332193.378,4128577.541,0,,
3055,37.2886843,127.1069332,332193.0879,4128577.669,0,,
3057,37.2886852,127.1069299,332192.7974,4128577.775,0,,
3059,37.2886859,127.1069265,332192.4975,4128577.859,0,,
3061,37.2886867,127.1069232,332192.2067,4128577.953,0,,
3063,37.2886873,127.1069197,332191.8978,4128578.026,0,,
3065,37.2886878,127.1069162,332191.5886,4128578.088,0,,
3067,37.2886882,127.1069128,332191.2881,4128578.138,0,,
3069,37.2886885,127.1069092,332190.9696,4128578.178,0,,
3071,37.2886886,127.1069057,332190.6596,4128578.195,0,,
3073,37.2886888,127.1069021,332190.3409,4128578.224,0,,
3075,37.2886889,127.1068987,332190.0397,4128578.241,0,,
3077,37.2886888,127.1068953,332189.738,4128578.236,0,,
3079,37.2886886,127.1068917,332189.4184,4128578.22,0,,
3081,37.2886884,127.1068883,332189.1166,4128578.204,0,,
3083,37.2886882,127.1068848,332188.8059,4128578.188,0,,
3085,37.2886879,127.1068813,332188.4949,4128578.161,0,,
3087,37.2886876,127.1068778,332188.184,4128578.134,0,,
3089,37.2886874,127.1068743,332187.8732,4128578.118,0,,
3091,37.2886871,127.1068708,332187.5623,4128578.091,0,,
3093,37.2886867,127.1068672,332187.2423,4128578.053,0,,
3095,37.2886863,127.1068637,332186.9311,4128578.014,0,,
3097,37.2886858,127.1068601,332186.6108,4128577.965,0,,
3099,37.2886854,127.1068566,332186.2997,4128577.927,0,,
3101,37.288685,127.1068531,332185.9885,4128577.889,0,,
3103,37.2886845,127.1068496,332185.6771,4128577.84,0,,
3105,37.2886841,127.1068461,332185.3659,4128577.802,0,,
3107,37.2886837,127.1068426,332185.0548,4128577.763,0,,
3109,37.2886832,127.1068392,332184.7522,4128577.714,0,,
3111,37.2886827,127.1068357,332184.4408,4128577.665,0,,
3113,37.2886824,127.1068323,332184.1388,4128577.637,0,,
3115,37.2886821,127.1068288,332183.8278,4128577.61,0,,
3117,37.2886821,127.1068254,332183.5264,4128577.616,0,,
3119,37.288682,127.1068221,332183.2336,4128577.611,0,,
3121,37.2886823,127.1068187,332182.9329,4128577.65,0,,
3123,37.2886827,127.1068153,332182.6324,4128577.701,0,,
3125,37.2886833,127.1068121,332182.35,4128577.773,0,,
3127,37.2886841,127.1068089,332182.0681,4128577.868,0,,
3129,37.2886849,127.1068058,332181.795,4128577.962,0,,
3131,37.2886861,127.1068028,332181.5318,4128578.1,0,,
3133,37.2886871,127.1067998,332181.268,4128578.217,0,,
3135,37.2886883,127.1067968,332181.0047,4128578.355,0,,
3137,37.2886898,127.1067939,332180.751,4128578.527,0,,
3139,37.2886912,127.106791,332180.497,4128578.687,0,,
3141,37.2886928,127.106788,332180.2346,4128578.87,0,,
3143,37.2886943,127.1067853,332179.9986,4128579.041,0,,
3145,37.288696,127.1067824,332179.7453,4128579.235,0,,
3147,37.2886977,127.1067796,332179.5008,4128579.429,0,,
3149,37.2886994,127.1067767,332179.2475,4128579.622,0,,
3151,37.2887015,127.1067739,332179.0039,4128579.86,0,,
3153,37.2887035,127.1067711,332178.7602,4128580.087,0,,
3155,37.2887054,127.1067686,332178.5428,4128580.302,0,,
3157,37.2887076,127.1067662,332178.3349,4128580.551,0,,
3159,37.2887098,127.1067639,332178.1359,4128580.799,0,,
3161,37.2887121,127.1067618,332177.9548,4128581.058,0,,
3163,37.2887144,127.1067597,332177.7738,4128581.317,0,,
3165,37.2887168,127.1067579,332177.6195,4128581.586,0,,
3167,37.2887191,127.106756,332177.4562,4128581.845,0,,
3169,37.2887216,127.1067544,332177.3199,4128582.125,0,,
3171,37.2887241,127.1067529,332177.1925,4128582.405,0,,
3173,37.2887267,127.1067516,332177.083,4128582.696,0,,
3175,37.2887293,127.1067506,332177.0001,4128582.986,0,,
3177,37.2887318,127.1067496,332176.917,4128583.265,0,,
3179,37.2887345,127.1067492,332176.8876,4128583.566,0,,
3181,37.2887374,127.1067481,332176.7965,4128583.889,0,,
3183,37.28874,127.1067476,332176.758,4128584.179,0,,
3185,37.2887427,127.106747,332176.7108,4128584.479,0,,
3187,37.2887454,127.1067465,332176.6724,4128584.78,0,,
3189,37.288748,127.106746,332176.6339,4128585.069,0,,
3191,37.2887509,127.1067457,332176.6137,4128585.392,0,,
3193,37.2887538,127.1067452,332176.5759,4128585.714,0,,
3195,37.2887566,127.1067449,332176.5555,4128586.025,0,,
3197,37.2887593,127.1067447,332176.5438,4128586.325,0,,
3199,37.2887621,127.1067445,332176.5322,4128586.636,0,,
3201,37.2887647,127.1067444,332176.5292,4128586.925,0,,
3203,37.2887675,127.1067442,332176.5177,4128587.236,0,,
3205,37.2887701,127.1067444,332176.5412,4128587.524,0,,
3207,37.2887728,127.1067447,332176.5738,4128587.823,0,,
3209,37.2887756,127.106745,332176.6066,4128588.133,0,,
3211,37.2887784,127.1067456,332176.666,4128588.443,0,,
3213,37.288781,127.1067464,332176.7427,4128588.73,0,,
3215,37.2887839,127.1067474,332176.8378,4128589.05,0,,
3217,37.2887864,127.1067488,332176.9674,4128589.325,0,,
3219,37.2887889,127.1067503,332177.106,4128589.6,0,,
3221,37.2887914,127.106752,332177.2622,4128589.874,0,,
3223,37.2887936,127.1067539,332177.4356,4128590.115,0,,
3225,37.2887957,127.106756,332177.6264,4128590.344,0,,
3226,37.2887975,127.1067575,332177.7634,4128590.541,0,,
3228,37.2887995,127.1067598,332177.9717,4128590.759,0,,
3230,37.2888014,127.1067624,332178.2064,4128590.965,0,,
3232,37.288803,127.1067651,332178.4493,4128591.138,0,,
3234,37.2888046,127.1067679,332178.7011,4128591.31,0,,
3236,37.2888059,127.1067708,332178.9611,4128591.45,0,,
3238,37.2888072,127.1067739,332179.2388,4128591.588,0,,
3240,37.2888082,127.1067771,332179.5247,4128591.694,0,,
3242,37.2888092,127.1067804,332179.8195,4128591.799,0,,
3244,37.28881,127.1067839,332180.1315,4128591.881,5,,
3246,37.2888105,127.1067873,332180.4341,4128591.931,5,,
3248,37.2888109,127.1067908,332180.7452,4128591.969,5,,
3250,37.2888112,127.1067942,332181.0473,4128591.996,5,,
3252,37.2888113,127.1067977,332181.3578,4128592.001,5,,
3254,37.2888114,127.1068012,332181.6683,4128592.006,5,,
3256,37.2888113,127.1068047,332181.9784,4128591.989,5,,
3258,37.2888111,127.1068081,332182.2794,4128591.96,5,,
3260,37.2888111,127.1068115,332182.5808,4128591.954,5,,
3262,37.2888108,127.106815,332182.8904,4128591.915,5,,
3264,37.2888106,127.1068185,332183.2002,4128591.886,5,,
3266,37.2888102,127.106822,332183.5096,4128591.836,5,,
3268,37.2888099,127.1068255,332183.8192,4128591.796,5,,
3270,37.2888095,127.1068289,332184.1197,4128591.746,5,,
3272,37.2888091,127.1068325,332184.438,4128591.695,5,,
3274,37.2888088,127.106836,332184.7476,4128591.656,5,,
3276,37.2888084,127.1068395,332185.057,4128591.605,5,,
3278,37.288808,127.1068429,332185.3575,4128591.555,5,,
3280,37.2888074,127.1068464,332185.6665,4128591.482,5,,
3282,37.2888069,127.1068499,332185.9757,4128591.42,5,,
3284,37.2888063,127.1068533,332186.2757,4128591.347,5,,
3286,37.2888056,127.1068567,332186.5756,4128591.264,5,,
3288,37.2888049,127.1068601,332186.8755,4128591.18,5,,
3290,37.2888043,127.1068635,332187.1755,4128591.107,5,,
3292,37.2888034,127.1068669,332187.4749,4128591.002,5,,
3294,37.2888027,127.1068703,332187.7748,4128590.918,5,,
3296,37.288802,127.1068736,332188.0658,4128590.834,5,,
3298,37.2888012,127.1068771,332188.3743,4128590.739,5,,
3300,37.2888005,127.1068804,332188.6653,4128590.656,5,,
3302,37.2887998,127.1068838,332188.9652,4128590.572,5,,
3304,37.2887992,127.1068872,332189.2652,4128590.5,5,,
3306,37.2887986,127.1068906,332189.5653,4128590.427,5,,
3308,37.2887979,127.106894,332189.8652,4128590.343,5,,
3310,37.2887973,127.1068974,332190.1653,4128590.271,5,,
3312,37.2887967,127.1069008,332190.4653,4128590.198,5,,
3314,37.2887961,127.1069042,332190.7654,4128590.125,5,,
3316,37.2887956,127.1069077,332191.0746,4128590.064,5,,
3318,37.2887949,127.106911,332191.3656,4128589.98,5,,
3320,37.2887942,127.1069145,332191.6743,4128589.896,5,,
3322,37.2887935,127.1069178,332191.9653,4128589.813,5,,
3324,37.2887927,127.1069211,332192.2561,4128589.718,5,,
3326,37.2887919,127.1069245,332192.5557,4128589.623,5,,
3328,37.2887911,127.1069279,332192.8554,4128589.529,5,,
3330,37.2887902,127.1069313,332193.1548,4128589.423,5,,
3332,37.2887894,127.1069347,332193.4544,4128589.328,5,,
3334,37.2887884,127.106938,332193.7447,4128589.211,5,,
3336,37.2887877,127.1069414,332194.0446,4128589.127,5,,
3338,37.2887868,127.1069448,332194.344,4128589.021,5,,
3340,37.2887859,127.1069482,332194.6434,4128588.916,5,,
3342,37.288785,127.1069515,332194.934,4128588.81,5,,
3344,37.2887841,127.1069548,332195.2245,4128588.704,5,,
3346,37.2887832,127.1069582,332195.5239,4128588.598,5,,
3348,37.2887824,127.1069615,332195.8147,4128588.504,5,,
3350,37.2887814,127.1069648,332196.105,4128588.387,5,,
3352,37.2887805,127.1069681,332196.3956,4128588.281,5,,
3354,37.2887795,127.1069712,332196.6682,4128588.165,5,,
3356,37.2887785,127.1069744,332196.9497,4128588.048,5,,
3358,37.2887775,127.1069776,332197.2311,4128587.931,5,,
3360,37.2887765,127.1069809,332197.5214,4128587.815,5,,
3362,37.2887751,127.1069836,332197.7577,4128587.654,5,,
3364,37.2887741,127.1069869,332198.048,4128587.538,5,,
3366,37.2887731,127.1069902,332198.3384,4128587.421,5,,
3368,37.2887723,127.1069936,332198.638,4128587.326,5,,
3370,37.2887713,127.1069968,332198.9195,4128587.209,5,,
3372,37.2887704,127.1070001,332199.21,4128587.104,5,,
3374,37.2887694,127.1070035,332199.5092,4128586.987,5,,
3376,37.2887685,127.1070069,332199.8086,4128586.881,5,,
3378,37.2887676,127.1070102,332200.0992,4128586.775,5,,
3380,37.2887667,127.1070136,332200.3986,4128586.669,5,,
3382,37.2887657,127.1070169,332200.6889,4128586.552,5,,
3384,37.2887649,127.1070202,332200.9797,4128586.458,5,,
3386,37.288764,127.1070234,332201.2614,4128586.352,5,,
3388,37.288763,127.1070267,332201.5517,4128586.235,5,,
3390,37.288762,127.10703,332201.842,4128586.118,5,,
3392,37.2887609,127.1070332,332202.1233,4128585.991,5,,
3394,37.2887598,127.1070364,332202.4045,4128585.863,5,04_end,
3396,37.2887587,127.1070396,332202.6857,4128585.735,5,05_start,
3398,37.2887576,127.1070428,332202.967,4128585.608,5,,
3400,37.2887564,127.1070459,332203.2391,4128585.469,5,,
3402,37.2887553,127.1070491,332203.5204,4128585.341,5,,
3404,37.2887541,127.1070523,332203.8014,4128585.202,5,,
3406,37.2887531,127.1070555,332204.0829,4128585.086,5,,
3408,37.2887519,127.1070587,332204.3639,4128584.947,5,,
3410,37.2887507,127.1070619,332204.6449,4128584.808,5,,
3412,37.2887497,127.107065,332204.9175,4128584.692,5,,
3414,37.2887485,127.1070682,332205.1985,4128584.553,5,,
3416,37.2887474,127.1070716,332205.4975,4128584.425,5,,
3418,37.2887464,127.1070748,332205.7789,4128584.308,5,,
3420,37.2887453,127.107078,332206.0602,4128584.18,5,,
3422,37.2887442,127.1070812,332206.3414,4128584.053,5,,
3424,37.2887432,127.1070845,332206.6318,4128583.936,5,,
3426,37.2887422,127.1070877,332206.9132,4128583.819,5,,
3428,37.2887412,127.1070909,332207.1947,4128583.703,5,,
3430,37.2887403,127.1070942,332207.4852,4128583.597,5,,
3432,37.2887393,127.1070975,332207.7756,4128583.48,0,,
3434,37.2887383,127.1071007,332208.057,4128583.363,0,,
3436,37.2887374,127.1071039,332208.3387,4128583.258,0,,
3438,37.2887365,127.1071072,332208.6293,4128583.152,0,,
3440,37.2887355,127.1071104,332208.9107,4128583.035,0,,
3442,37.2887347,127.1071137,332209.2015,4128582.941,0,,
3444,37.2887338,127.1071169,332209.4832,4128582.835,0,,
3446,37.2887329,127.1071202,332209.7737,4128582.73,0,,
3448,37.288732,127.1071236,332210.0731,4128582.624,0,,
3450,37.288731,127.1071269,332210.3635,4128582.507,10,,
3452,37.2887303,127.1071301,332210.6456,4128582.424,10,,
3454,37.2887294,127.1071336,332210.9539,4128582.317,4,,
3456,37.2887285,127.1071369,332211.2444,4128582.212,4,,
3458,37.2887277,127.1071402,332211.5352,4128582.117,0,,
3460,37.2887268,127.1071436,332211.8346,4128582.011,0,,
3462,37.288726,127.1071469,332212.1254,4128581.917,0,,
3464,37.2887251,127.1071502,332212.4159,4128581.811,0,,
3466,37.2887241,127.1071534,332212.6974,4128581.694,0,,
3468,37.2887231,127.1071567,332212.9877,4128581.577,5,,
3470,37.288722,127.1071599,332213.269,4128581.45,5,,
3472,37.2887209,127.1071631,332213.5502,4128581.322,5,,
3474,37.2887198,127.1071662,332213.8226,4128581.194,5,,
3476,37.2887188,127.1071694,332214.1041,4128581.078,5,,
3478,37.2887177,127.1071726,332214.3853,4128580.95,5,,
3480,37.2887166,127.1071759,332214.6754,4128580.822,5,,
3482,37.2887156,127.1071791,332214.9569,4128580.706,5,,
3484,37.2887146,127.1071823,332215.2383,4128580.589,5,,
3486,37.2887135,127.1071854,332215.5107,4128580.461,5,,
3488,37.2887125,127.1071886,332215.7922,4128580.345,5,,
3490,37.2887114,127.1071918,332216.0734,4128580.217,5,,
3492,37.2887104,127.107195,332216.3549,4128580.1,5,,
3494,37.2887094,127.1071981,332216.6275,4128579.984,5,,
3496,37.2887082,127.1072012,332216.8996,4128579.845,5,,
3498,37.2887072,127.1072044,332217.1811,4128579.729,5,,
3500,37.2887061,127.1072076,332217.4623,4128579.601,5,,
3502,37.2887051,127.1072108,332217.7438,4128579.484,5,,
3504,37.2887041,127.1072139,332218.0164,4128579.368,5,,
3506,37.2887031,127.1072172,332218.3067,4128579.251,5,,
3508,37.288702,127.1072204,332218.588,4128579.123,5,,
3510,37.288701,127.1072236,332218.8694,4128579.007,5,,
3512,37.2887,127.1072269,332219.1598,4128578.89,5,,
3514,37.288699,127.1072302,332219.4501,4128578.773,5,,
3516,37.2886979,127.1072334,332219.7313,4128578.645,5,,
3518,37.2886968,127.1072366,332220.0126,4128578.518,5,,
3520,37.2886957,127.1072397,332220.2849,4128578.39,5,,
3522,37.2886945,127.1072428,332220.5571,4128578.251,5,,
3524,37.2886933,127.1072459,332220.8293,4128578.113,5,,
3526,37.288692,127.107249,332221.1012,4128577.963,5,,
3528,37.2886907,127.107252,332221.3643,4128577.813,0,,
